Account	via	pts	nba	ast	reb	points	tonight	amp	games	says	lebron	carti	bro	gta	tournament	team	shit	pacers	assists	james	rebounds	lakers	kai	per	haliburton	playboi	cenat	player	tyrese	album	win	ain	look	championship	trailer	music	lil	players	these	bucks	nigga	top	live	song	ppg	next	gotta	fuck	vegas	video	life	tomorrow	anthony	fortnite	kevin	two	point	free	during	drake	old	million	were	same	talk	money	luka	update	since	lillard	harden	seen	which	news	suns	star	because	lmao	december	coming	durant	didn	espn	long	lot	already	ass	high	career	history	minutes	giannis	days	doing	released	call	teams	won	young	officially	recent	also	league	pelicans	week	wants	show	soon	while	las	set	end	gonna	stream	making	against	everything	around	ago	jokic	watch	semifinals	heat	doesn	black	movie	according	brown	always	any	rpg	red	looking	whole	its	speaks	should	hours	damian	breaking	pistons	half	baby	world	twitter	morning	dropped	tell	davis	does	god	stay	bad	roster	announced	embiid	winner	three	guy	everyone	paul	might	girl	name	niggas	gets	happy	something	scott	thing	feel	josh	videos	through	another	shooting	finals	thought	give	shot	straight	move	much	saying	winning	men	official	future	jordan	keep	release	times	bout	full	sleep	talking	things	clippers	hit	fan	wins	anything	once	done	blocks	record	away	own	month	story	yall	family	come	having	went	curry	expected	insane	tweet	film	trying	women	series	releasing	booker	green	app	nikola	magic	run	ball	different	reportedly	part	smith	without	joel	doncic	home	cup	guys	believe	dropping	someone	hate	michael	fans	quarter	agent	son	warriors	austin	white	kanye	travis	drop	favorite	added	post	stop	ross	boy	both	grand	second	work	map	potential	devin	came	final	steph	face	turnovers	champs	started	gone	lost	mean	together	youngboy	responds	zach	well	starting	due	west	ready	else	hard	taking	probably	november	broke	read	city	follow	very	everybody	steals	called	line	check	nobody	guard	brother	played	pay	nothing	worst	asked	youtube	wrong	joe	pick	kings	loss	thoughts	nah	hell	zion	reaves	indiana	join	birthday	highest	friday	idk	draymond	single	funny	shows	enough	find	mvp	lol	told	list	franchise	many	house	giddey	makes	cause	job	contract	available	calls	upcoming	watching	deal	use	thompson	double	left	least	under	basketball	moment	yet	hope	change	those	reason	sign	miami	chris	george	poster	total	turn	bitch	williams	round	goes	putting	great	russell	cole	confirmed	forever	fight	anyone	miss	wanted	wayne	spider	cooked	currently	return	school	past	prime	match	rookie	person	jalen	jazz	drops	lead	ice	biggest	place	hali	uzi	until	spotify	heard	atlanta	wanna	state	wasn	celtics	thanksgiving	views	gon	court	stage	gun	ima	working	iii	passed	super	multiple	bruce	few	coach	actually	car	combined	taylor	gave	johnson	tough	break	moving	jones	cool	songs	wtf	event	adin	date	caught	cash	angeles	brandon	chicago	community	greatest	brooks	friends	triple	jackson	far	looks	buddy	used	tyler	creator	character	wait	head	serious	police	woman	claims	early	auto	boys	each	mid	between	prison	max	watched	matter	version	pass	threes	beat	nuggets	gobert	donovan	mitchell	clutch	cam	almost	pink	listen	calling	active	thug	found	christmas	paid	room	link	needs
myfaultog23	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	2	0	5	2	0	2	0	0	3	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	25	0	0	0	0	0	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	2	0	0	2	0	4	0	1	1	0	0	0	0	0	0	2	1	1	0	0	1	0	0	2	0	1	1	0	0	1	0	0	0	2	1	0	0	1	2	1	0	4	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	1	0	0	0	0	4	2	0	0	0	0	0	0	1	0	0	7	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	4	0	0	0	0	0	0	0	2	0	1	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nbamemes	0	6	3	3	1	2	3	0	0	0	8	0	0	0	0	1	0	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bleacherreport	9	14	2	6	6	0	1	0	1	0	4	0	0	0	4	0	0	2	0	1	0	2	0	3	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	2	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	2	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
son_imsleep	1	0	1	0	0	0	0	2	1	0	0	0	1	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	3	0	5	2	1	3	0	0	7	6	1	1	3	0	0	0	0	1	0	2	1	1	6	0	0	3	0	2	0	0	1	0	1	6	1	0	0	0	2	5	0	0	0	2	0	3	0	1	2	2	0	0	0	0	2	3	0	1	0	0	0	0	0	1	0	0	0	0	2	1	0	1	1	1	7	0	1	0	4	0	0	0	0	0	0	4	1	0	0	0	6	2	0	1	0	1	0	0	2	2	0	0	0	0	4	0	1	1	0	4	0	1	1	0	0	0	0	0	1	0	1	0	0	2	4	2	3	1	1	3	0	4	1	0	0	4	0	0	1	0	0	1	0	0	3	3	0	7	0	1	0	6	0	2	3	0	1	2	0	0	0	0	0	5	1	1	0	0	1	0	1	2	0	0	3	6	1	0	0	0	5	0	0	5	0	0	0	1	0	0	0	2	1	1	0	3	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	3	0	0	2	0	0	0	2	0	1	1	1	2	2	2	0	1	0	0	0	1	0	0	3	0	0	1	1	0	4	2	0	0	0	1	0	0	0	1	1	0	1	4	0	0	0	0	1	0	0	0	2	1	0	2	0	2	0	1	3	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	2	0	2	1	0	1	0	0	0	1	0	0	2	6	6	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	3	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	2	0	0	0	0	0	1	2	2	2	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	1	0	0	0	0	0	0	0	2	0	1	6	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
huntercantmiss	0	0	1	0	0	0	1	0	1	0	0	2	5	3	0	1	2	0	0	0	0	0	2	0	0	0	2	0	0	0	0	5	0	0	1	2	2	0	9	0	0	0	0	0	0	0	4	0	0	2	1	1	0	4	0	0	0	3	0	1	1	0	0	1	1	1	0	0	0	0	0	3	9	0	0	0	5	0	0	2	0	0	0	0	0	2	0	0	0	1	0	0	0	2	1	1	0	3	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	3	1	0	0	1	1	5	0	2	0	0	1	0	0	1	0	11	7	0	0	0	2	3	2	1	0	0	0	0	0	2	5	0	1	2	0	0	2	1	0	0	3	1	0	2	0	1	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	1	1	0	1	0	0	0	0	3	1	1	0	0	0	0	0	1	1	0	0	5	2	1	0	1	0	0	2	2	0	1	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	2	0	1	2	0	1	1	0	0	0	0	0	0	0	2	0	0	1	0	0	4	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	2	0	0	1	0	0	0	0	2	0	1	1	0	0	0	0	9	0	0	0	0	0	3	0	0	0	0	1	1	2	0	0	2	0	0	0	0	0	1	0	0	0	0	4	2	0	0	1	0	1	6	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	4	1	2	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	6	0	0	0	0	0	0	0	0	2	0	0	0	2	1	2	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	2	0	1	0	2	0	1	1
statmuse	0	88	12	63	69	28	66	0	53	0	7	0	0	0	5	6	0	9	13	2	3	8	0	0	10	0	0	17	8	0	18	0	0	0	0	0	0	15	1	2	0	5	0	0	38	0	0	0	1	0	0	0	6	0	2	2	14	5	0	0	1	0	1	0	0	0	11	0	15	0	3	0	0	0	3	0	0	0	3	0	4	0	0	0	0	0	0	10	12	12	1	5	0	0	0	0	1	2	1	0	0	0	4	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	12	0	1	4	0	0	0	0	4	0	0	19	1	0	0	0	0	0	0	0	0	5	14	0	0	0	0	0	0	4	0	0	0	0	0	0	7	3	2	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1	4	0	0	0	3	1	0	0	3	0	0	0	0	0	0	0	0	3	0	0	5	0	0	1	5	5	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	2	5	0	0	0	0	0	2	3	1	5	2	6	0	0	0	0	0	1	0	5	0	0	3	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	3	3	0	4	5	0	0	0	0	1	0	0	1	0	2	0	2	0	5	0	0	0	4	0	0	0	2	0	0	2	0	4	0	1	2	0	2	0	0	0	0	0	0	2	2	2	4	0	0	0	2	1	0	0	0	3	0	0	3	0	0	0	1	0	2	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	0	0	0	0	0	0	4	0	0	0	0	2	0	3	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	3	1	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	4	1	0	0	0	1	7	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	3	1	6	2	4	3	0	0	0	0	0	2	0	0	0	0	0	0	0
valorant	0	0	0	0	0	0	0	2	1	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	6	1	0	0	0	1	3	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0	1	0	0	1	0	0	0	0	6	0	0	0	1	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	1	0	0	0	8	0	0	6	0	0	1	1	0	3	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	2	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	2	0	0	0	0	0	4	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	3	0	2	0	2	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	4	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	4	1	0	0	0	1	0	1	0	0	1	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	1	0	0	1	0	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	5	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1
scubaryan_	0	0	1	0	0	0	0	0	0	2	0	1	23	4	0	0	0	0	0	0	0	0	12	0	0	1	12	1	0	2	2	1	2	0	0	1	4	0	5	0	0	1	2	1	0	1	2	0	0	6	0	1	0	12	0	2	1	0	3	5	2	0	5	1	0	3	0	0	2	0	0	4	2	0	0	0	1	0	1	1	0	3	0	0	0	0	0	1	1	0	0	0	3	1	1	1	0	3	1	1	0	1	0	0	0	0	0	0	4	0	0	2	1	12	1	0	2	2	0	0	0	0	0	0	0	2	1	0	1	0	0	1	1	4	1	0	0	2	0	0	0	0	2	2	0	0	3	0	0	3	2	0	1	0	0	0	0	0	3	1	1	7	0	0	0	2	0	2	1	0	2	1	1	0	1	0	0	1	0	0	2	1	0	6	2	1	0	0	0	0	0	0	1	1	0	5	0	0	1	2	0	2	1	1	0	0	1	1	0	0	0	1	2	1	2	1	0	1	0	0	2	1	0	0	0	0	2	0	0	1	0	0	0	0	1	2	0	0	0	0	2	0	3	6	0	0	0	1	1	0	0	0	0	4	3	1	0	1	1	0	13	0	0	0	2	0	0	1	0	1	1	0	1	0	0	7	0	0	3	0	0	0	0	2	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	3	0	1	0	0	1	0	4	2	4	2	0	1	0	0	0	2	3	0	0	0	0	0	0	0	1	1	1	2	0	0	0	0	0	1	0	0	0	2	1	0	0	1	0	0	2	0	0	1	0	0	0	0	0	1	1	2	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	3	0	0	6	1	0	2	0	1	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	1	0	0	0	0	0	2	0	1	1	1	0	0	2	0	0	2	0	1	2	12	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	4	0	1	0	0	2	1	1	0	0	0	0
popculture2000s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nocontexthumans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nba2kcmty	28	0	103	0	0	9	0	15	3	0	6	0	1	37	1	3	0	0	0	5	0	0	0	0	2	0	0	6	1	0	4	0	0	2	13	0	0	2	4	0	0	7	1	1	1	2	2	0	0	1	1	3	2	1	0	0	0	4	0	0	2	0	4	1	1	0	2	25	1	2	3	1	2	0	0	0	0	1	7	2	0	4	1	0	1	4	0	1	0	2	6	0	2	1	2	0	2	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	0	2	0	0	0	0	0	0	0	2	0	1	0	0	2	0	1	1	0	0	0	0	0	1	0	2	2	0	1	0	3	0	0	0	1	0	1	0	1	1	7	2	0	1	1	3	0	0	0	0	3	0	0	0	1	0	1	2	1	0	0	0	10	0	0	0	4	0	0	0	0	2	0	4	1	2	0	5	2	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	2	0	1	0	1	0	0	2	0	0	0	0	1	0	0	0	0	1	0	1	1	2	0	2	0	2	0	3	0	0	0	0	0	1	1	0	0	0	1	5	1	1	2	0	0	4	0	0	0	0	0	0	2	0	3	0	0	0	0	3	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	5	2	3	2	0	0	0	1	2	0	0	0	0	1	1	0	0	0	0	0	1	0	0	2	0	0	1	1	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	6	0	2	0	1	0	0	0	1	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	2	0	0	0	0	1	1	1	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	4	0	2	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	1
ovobrezzzy	0	0	0	0	0	0	1	0	1	2	0	1	22	13	0	0	14	0	0	0	0	0	2	0	0	1	2	0	0	2	0	4	0	0	2	5	2	0	5	0	0	0	2	6	0	1	1	4	0	3	3	1	0	3	0	0	1	1	1	1	3	1	0	6	2	3	0	1	2	0	0	4	0	0	0	0	0	1	2	0	0	1	0	2	0	1	1	0	0	0	0	0	0	9	1	4	0	1	0	0	0	0	0	0	1	0	3	0	5	0	1	6	4	0	5	0	1	1	0	0	2	0	0	2	1	5	0	0	2	0	0	0	5	7	0	0	3	0	0	0	0	0	1	1	4	1	2	3	0	2	4	1	4	0	0	0	0	0	0	2	0	0	5	1	0	2	1	0	0	1	1	0	0	0	4	0	0	0	2	0	1	0	1	4	0	1	0	1	0	0	1	1	7	0	0	2	0	0	1	0	0	0	2	0	0	0	0	0	2	0	1	2	3	1	1	0	1	4	7	0	0	2	0	1	0	0	1	0	0	1	0	2	0	1	0	1	0	0	0	0	0	1	2	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3	0	0	0	1	1	0	0	5	0	0	1	0	0	1	0	0	5	0	0	0	0	0	0	1	0	0	0	2	0	1	0	1	0	2	0	1	0	0	0	2	0	1	0	2	0	0	0	3	0	1	2	0	0	0	1	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	1	1	1	0	2	0	0	0	0	0	0	1	2	0	0	1	1	0	0	0	0	3	0	2	0	0	1	0	8	0	0	3	1	0	0	0	2	0	0	0	0	1	0	1	0	1	1	4	0	1	2	0	1	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	0	0	1	0	0	2	0	0	0	2	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	1	1	0	2	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0
